query,context,response,label
Which heavy metal band released As Ugly as They Wanna Be which is a parody of 2 Live Crew's 1989 album?,"As Ugly as They Wanna Be is an EP by the American heavy metal band Ugly Kid Joe. It was released in 1991.2 Live Crew is an American hip-hop group from Miami, Florida.",Steel Panther is the heavy metal band that released As Ugly as They Wanna Be which is a parody of 2 Live Crew's 1989 album.,0
"What comedy film, written and directed by Garth Jennings,  did Jules Sitruk have a role in?","Jules Sitruk (born April 16, 1990 in Lilas, near Paris) is a French actor, most widely known for his roles in the 2002 Jugnot film ""Monsieur Batignole"" and the 2007 Hammer & Tongs film ""Son of Rambow"".Son of Rambow is a 2007 British-American-French-German comedy film written and directed by Garth Jennings.",Son of Rambow,1
"What comedy film, written and directed by Garth Jennings,  did Jules Sitruk have a role in?","Jules Sitruk (born April 16, 1990 in Lilas, near Paris) is a French actor, most widely known for his roles in the 2002 Jugnot film ""Monsieur Batignole"" and the 2007 Hammer & Tongs film ""Son of Rambow"".Son of Rambow is a 2007 British-American-French-German comedy film written and directed by Garth Jennings.",Jules Sitruk did not act in any of Garth Jennings' films.,0
"Tjeerd Eize Korf, a Dutch professional footballer from Flevoland, is the twelfth province of what country?","Tjeerd Eize Korf (born 11 May 1983 in Emmeloord, Flevoland) is a Dutch professional footballer who currently plays as a striker for BV Veendam.Flevoland (] ) is the twelfth province of the Netherlands.",Netherlands,1
"Tjeerd Eize Korf, a Dutch professional footballer from Flevoland, is the twelfth province of what country?","Tjeerd Eize Korf (born 11 May 1983 in Emmeloord, Flevoland) is a Dutch professional footballer who currently plays as a striker for BV Veendam.Flevoland (] ) is the twelfth province of the Netherlands.","Tjeerd Eize Korf, a Dutch professional footballer from Flevoland, is part of Germany.",0
"What member of the country music group Blackhawk plays guitar and also helped write the song ""Days of America""?  "," The song was written by group members Dave Robbins and Henry Paul, along with Lee Thomas Miller.BlackHawk is an American country music group founded in 1992 by Henry Paul (lead vocals, mandolin, acoustic guitar), Van Stephenson (background vocals, electric guitar), and Dave Robbins (background vocals, keyboards).",Henry Paul,1
"What member of the country music group Blackhawk plays guitar and also helped write the song ""Days of America""?  "," The song was written by group members Dave Robbins and Henry Paul, along with Lee Thomas Miller.BlackHawk is an American country music group founded in 1992 by Henry Paul (lead vocals, mandolin, acoustic guitar), Van Stephenson (background vocals, electric guitar), and Dave Robbins (background vocals, keyboards).","Dave Robbins, the keyboardist, helped write and played guitar on ""Days of America"".",0
The luxury watch company Longines is currently owned by a company founded by who?," Founded by Auguste Agassiz in 1832, it is currently owned by the Swatch Group. The company was founded in 1983 by Nicolas Hayek from the merger of Allgemeine Gesellschaft der Schweizerischen Uhrenindustrie (ASUAG) and Société Suisse pour l'Industrie Horlogère (SSIH).",Nicolas Hayek,1
The luxury watch company Longines is currently owned by a company founded by who?," Founded by Auguste Agassiz in 1832, it is currently owned by the Swatch Group. The company was founded in 1983 by Nicolas Hayek from the merger of Allgemeine Gesellschaft der Schweizerischen Uhrenindustrie (ASUAG) and Société Suisse pour l'Industrie Horlogère (SSIH).",Auguste Agassiz founded Longines./n,0
"No Trace Camping is a Canadian–American independent feature film and television financier and production company which produced the film, ""The F Word”, a 2013 Canadian romantic comedy film directed by who?","No Trace Camping is a Canadian–American independent feature film and television financier and production company based in Toronto and Los Angeles. Founded in 2008, the company produced the films ""Goon"", ""The F Word"" (aka ""What If"") and ""Room"", as well as """". is a 2013 Canadian romantic comedy film directed by Michael Dowse and written by Elan Mastai, based on TJ Dawe and Michael Rinaldi's play ""Toothpaste and Cigars"".",Michael Dowse,1
"No Trace Camping is a Canadian–American independent feature film and television financier and production company which produced the film, ""The F Word”, a 2013 Canadian romantic comedy film directed by who?","No Trace Camping is a Canadian–American independent feature film and television financier and production company based in Toronto and Los Angeles. Founded in 2008, the company produced the films ""Goon"", ""The F Word"" (aka ""What If"") and ""Room"", as well as """". is a 2013 Canadian romantic comedy film directed by Michael Dowse and written by Elan Mastai, based on TJ Dawe and Michael Rinaldi's play ""Toothpaste and Cigars"".","No Trace Camping is a Canadian–American independent feature film and television financier and production company which produced the film ""The F Word"", a 2013 Canadian action film directed by Michael Dowse.",0
What was the first residency show of the pop singer that represented Sweden in the Eurovision Song Contest 2012? ,"En Euforisk Jul (English: A Euphoric Christmas) was the first residency show by Swedish recording artist, Loreen. Loreen represented Sweden in the Eurovision Song Contest 2012 in Baku, Azerbaijan, with her entry ""Euphoria"" and won the contest with 372 points.",En Euforisk Jul,1
What was the first residency show of the pop singer that represented Sweden in the Eurovision Song Contest 2012? ,"En Euforisk Jul (English: A Euphoric Christmas) was the first residency show by Swedish recording artist, Loreen. Loreen represented Sweden in the Eurovision Song Contest 2012 in Baku, Azerbaijan, with her entry ""Euphoria"" and won the contest with 372 points.","Loreen's debut residency show was ""A Christmas Carol"".",0
"Which band has had more hit singles, American Authors or  Bear Hands?","American Authors is an American rock band based in New York City currently signed to Island Records. They are best known for their hit singles ""Believer"" and ""Best Day of My Life"" from their debut album ""Oh, What a Life"", as well as their Top 20 hit, ""Go Big or Go Home"", from their second album, ""What We Live For"". Hailing from Brooklyn, New York, United States, and formed in 2006, the band signed with Cantora Records in 2010 upon the release of its single, ""What a Drag"".",American Authors,1
"Which band has had more hit singles, American Authors or  Bear Hands?","American Authors is an American rock band based in New York City currently signed to Island Records. They are best known for their hit singles ""Believer"" and ""Best Day of My Life"" from their debut album ""Oh, What a Life"", as well as their Top 20 hit, ""Go Big or Go Home"", from their second album, ""What We Live For"". Hailing from Brooklyn, New York, United States, and formed in 2006, the band signed with Cantora Records in 2010 upon the release of its single, ""What a Drag"".",Bear Hands has more hit singles.,0
"Which of these cases established the idea of ""informed consent"" to medical procedures: Canterbury v. Spence or Obergefell v. Hodges?","Canterbury v. Spence (464 F.2d. It established the idea of ""informed consent"" to medical procedures.Obergefell v. Hodges, 576 U.S. ___ (2015) ( ), is a landmark civil rights case in which the United States Supreme Court ruled that the fundamental right to marry is guaranteed to same-sex couples by both the Due Process Clause and the Equal Protection Clause of the Fourteenth Amendment to the United States Constitution in a 5–4 decision.",Canterbury v. Spence,1
"Which of these cases established the idea of ""informed consent"" to medical procedures: Canterbury v. Spence or Obergefell v. Hodges?","Canterbury v. Spence (464 F.2d. It established the idea of ""informed consent"" to medical procedures.Obergefell v. Hodges, 576 U.S. ___ (2015) ( ), is a landmark civil rights case in which the United States Supreme Court ruled that the fundamental right to marry is guaranteed to same-sex couples by both the Due Process Clause and the Equal Protection Clause of the Fourteenth Amendment to the United States Constitution in a 5–4 decision.",Obergefell v. Hodges established informed consent.,0
